protein,TM_IF,TM_OF,max_tm,pc1,pc2,pc3,type
PTH1R,0.8475,0.9164,0.9164,-1.418,4.129,0.171,Model
PTH1R,0.8346,0.9264,0.9264,2.514,3.717,-2.797,Model
PTH1R,0.8352,0.928,0.928,1.305,4.14,-3.151,Model
PTH1R,0.8619,0.9093,0.9093,-4.976,6.271,1.292,Model
PTH1R,0.8583,0.9101,0.9101,-3.965,5.621,1.167,Model
PTH1R,0.8332,0.9358,0.9358,2.773,2.167,-2.275,Model
PTH1R,0.8673,0.909,0.909,-4.551,5.999,1.072,Model
PTH1R,0.8608,0.9172,0.9172,-3.673,6.321,0.677,Model
PTH1R,0.8649,0.9109,0.9109,-3.61,5.496,0.398,Model
PTH1R,0.8258,0.9267,0.9267,2.988,2.512,-3.28,Model
PTH1R,0.8558,0.9071,0.9071,-3.119,4.41,0.574,Model
PTH1R,0.8447,0.9295,0.9295,-0.175,4.967,-0.959,Model
PTH1R,0.8393,0.9256,0.9256,2.19,4.819,-1.953,Model
PTH1R,0.828,0.9255,0.9255,3.184,3.367,-3.468,Model
PTH1R,0.8602,0.9118,0.9118,-3.023,5.724,1.261,Model
PTH1R,0.8436,0.926,0.926,1.323,4.983,-2.32,Model
PTH1R,0.8257,0.9265,0.9265,3.314,2.893,-3.08,Model
PTH1R,0.8316,0.9317,0.9317,3.032,2.336,-1.989,Model
PTH1R,0.83,0.9355,0.9355,3.757,2.558,-2.47,Model
PTH1R,0.8353,0.923,0.923,3.582,4.588,-4.006,Model
PTH1R,0.8582,0.9054,0.9054,-2.56,5.898,0,Model
PTH1R,0.8322,0.9442,0.9442,4.08,-4.729,2.203,Model
PTH1R,0.8358,0.9475,0.9475,4.435,-4.748,2.993,Model
PTH1R,0.8308,0.9415,0.9415,4.263,-5.965,2.077,Model
PTH1R,0.831,0.9493,0.9493,3.356,-5.232,2.753,Model
PTH1R,0.8261,0.9422,0.9422,4.809,-5.779,2.705,Model
PTH1R,0.833,0.941,0.941,4.412,-4.71,2.148,Model
PTH1R,0.832,0.9458,0.9458,4.387,-5.828,2.698,Model
PTH1R,0.8299,0.9445,0.9445,3.94,-5.28,2.211,Model
PTH1R,0.8288,0.9447,0.9447,3.659,-5.115,2.649,Model
PTH1R,0.8265,0.9457,0.9457,4.492,-5.773,2.05,Model
PTH1R,0.8278,0.9447,0.9447,4.113,-5.84,2.578,Model
PTH1R,0.8296,0.9456,0.9456,3.153,-5.791,2.81,Model
PTH1R,0.8305,0.9423,0.9423,3.92,-5.018,1.903,Model
PTH1R,0.8279,0.9394,0.9394,4.562,-5.196,1.788,Model
PTH1R,0.8321,0.9409,0.9409,4.154,-5.063,1.967,Model
PTH1R,0.8251,0.9368,0.9368,4.925,-4.551,1.428,Model
PTH1R,0.832,0.9472,0.9472,3.976,-6.104,2.693,Model
PTH1R,0.8304,0.9443,0.9443,4.252,-5.467,2.704,Model
PTH1R,0.8316,0.9403,0.9403,4.814,-5.377,2.088,Model
PTH1R,0.8331,0.9447,0.9447,4.301,-5.358,2.714,Model
PTH1R,0.8288,0.9303,0.9303,3.619,3.035,-2.992,Model
PTH1R,0.8239,0.9272,0.9272,4.035,2.695,-2.97,Model
PTH1R,0.8313,0.9254,0.9254,2.85,2.402,-3.512,Model
PTH1R,0.824,0.9233,0.9233,4.606,1.796,-3.353,Model
PTH1R,0.8251,0.9248,0.9248,4.354,2.837,-3.773,Model
PTH1R,0.8481,0.9214,0.9214,-0.225,5.238,-2.507,Model
PTH1R,0.8268,0.9293,0.9293,3.765,2.908,-3.009,Model
PTH1R,0.831,0.9235,0.9235,3.017,2.959,-3.603,Model
PTH1R,0.8233,0.9241,0.9241,4.706,2.633,-3.524,Model
PTH1R,0.8474,0.9092,0.9092,-2.161,5.876,-0.686,Model
PTH1R,0.8269,0.9284,0.9284,2.378,2.733,-2.887,Model
PTH1R,0.8307,0.9288,0.9288,2.655,4.246,-3.416,Model
PTH1R,0.8217,0.9257,0.9257,4.36,2.671,-3.793,Model
PTH1R,0.8306,0.9229,0.9229,2.875,4.718,-3.551,Model
PTH1R,0.8286,0.9283,0.9283,3.245,2.777,-2.794,Model
PTH1R,0.8273,0.9227,0.9227,4.189,3.039,-3.413,Model
PTH1R,0.8545,0.9087,0.9087,-4.193,6.305,0.823,Model
PTH1R,0.8272,0.9266,0.9266,4.61,2.88,-3.397,Model
PTH1R,0.8513,0.9077,0.9077,-2.641,6.177,-0.741,Model
PTH1R,0.8274,0.9272,0.9272,3.967,2,-2.942,Model
PTH1R,0.8231,0.9257,0.9257,3.789,2.705,-3.277,Model
PTH1R,0.8257,0.9274,0.9274,3.717,2.705,-3.25,Model
PTH1R,0.8205,0.923,0.923,4.113,2.628,-4.01,Model
PTH1R,0.8348,0.932,0.932,2.814,2.483,-2.356,Model
PTH1R,0.8273,0.9278,0.9278,4.03,2.493,-3.51,Model
PTH1R,0.8344,0.9301,0.9301,1.858,3.551,-2.73,Model
PTH1R,0.8216,0.924,0.924,4.964,2.675,-3.22,Model
PTH1R,0.8326,0.9274,0.9274,3.229,3.705,-3.066,Model
PTH1R,0.8251,0.9229,0.9229,4.241,2.558,-3.743,Model
PTH1R,0.8247,0.9179,0.9179,1.917,4.54,-4.181,Model
PTH1R,0.8224,0.9374,0.9374,4.962,-5.902,1.732,Model
PTH1R,0.8225,0.9427,0.9427,4.302,-5.811,1.898,Model
PTH1R,0.8243,0.9405,0.9405,4.736,-5.323,1.904,Model
PTH1R,0.8284,0.9459,0.9459,4.346,-5.672,2.979,Model
PTH1R,0.8242,0.9416,0.9416,4.837,-5.236,2.503,Model
PTH1R,0.8215,0.9385,0.9385,4.616,-5.268,1.481,Model
PTH1R,0.8252,0.9397,0.9397,4.265,-5.761,2.284,Model
PTH1R,0.8245,0.9428,0.9428,3.161,-6.182,2.321,Model
PTH1R,0.8256,0.9441,0.9441,4.3,-6.537,2.484,Model
PTH1R,0.8204,0.9378,0.9378,3.618,-5.624,2.398,Model
PTH1R,0.8271,0.9407,0.9407,3.884,-5.379,2.146,Model
PTH1R,0.8135,0.9318,0.9318,5.955,-6.102,1.696,Model
PTH1R,0.8202,0.9397,0.9397,4.389,-6.127,1.834,Model
PTH1R,0.8257,0.9415,0.9415,4.031,-5.917,2.155,Model
PTH1R,0.822,0.9404,0.9404,4.372,-5.465,2.501,Model
PTH1R,0.8294,0.9449,0.9449,4.408,-5.445,2.024,Model
PTH1R,0.8187,0.9358,0.9358,5.089,-5.992,1.694,Model
PTH1R,0.818,0.9367,0.9367,5.211,-5.837,1.472,Model
PTH1R,0.8247,0.9368,0.9368,4.673,-5.499,1.833,Model
PTH1R,0.8244,0.9408,0.9408,4.93,-5.372,2.162,Model
PTH1R,0.8185,0.919,0.919,3.385,3.418,-4.784,Model
PTH1R,0.8153,0.9144,0.9144,4.919,2.644,-5.031,Model
PTH1R,0.8248,0.9274,0.9274,2.789,2.371,-2.703,Model
PTH1R,0.8245,0.9233,0.9233,3.031,2.539,-3.079,Model
PTH1R,0.8227,0.924,0.924,2.337,2.919,-3.086,Model
PTH1R,0.8216,0.9185,0.9185,4.005,2.51,-4.271,Model
PTH1R,0.8358,0.9123,0.9123,0.056,4.13,-1.22,Model
PTH1R,0.8205,0.9176,0.9176,3.075,3.114,-4.208,Model
PTH1R,0.818,0.918,0.918,4.48,3.08,-4.591,Model
PTH1R,0.8222,0.9203,0.9203,3.695,2.676,-3.74,Model
PTH1R,0.8273,0.9256,0.9256,3.034,2.416,-3.026,Model
PTH1R,0.8257,0.9159,0.9159,1.21,3.414,-3.688,Model
PTH1R,0.8356,0.9063,0.9063,-0.294,4.539,-2.144,Model
PTH1R,0.8165,0.9203,0.9203,3.768,1.976,-4.508,Model
PTH1R,0.8189,0.9187,0.9187,4.831,2.588,-4.093,Model
PTH1R,0.8182,0.9174,0.9174,4.39,3.069,-4.787,Model
PTH1R,0.8209,0.9182,0.9182,3.847,2.962,-4.224,Model
PTH1R,0.8161,0.9168,0.9168,4.275,2.985,-4.762,Model
PTH1R,0.8259,0.9238,0.9238,3.781,2.567,-3.645,Model
PTH1R,0.8296,0.9286,0.9286,2.831,3.071,-3.078,Model
PTH1R,0.8229,0.9218,0.9218,3.271,2.151,-3.677,Model
PTH1R,0.8294,0.9262,0.9262,2.588,2.475,-3.411,Model
PTH1R,0.8235,0.9237,0.9237,3.586,3.3,-3.516,Model
PTH1R,0.8217,0.9209,0.9209,3.274,2.43,-3.655,Model
PTH1R,0.8269,0.9256,0.9256,3.172,2.807,-3.289,Model
PTH1R,0.8264,0.9237,0.9237,3.65,2.381,-3.085,Model
PTH1R,0.8269,0.9248,0.9248,2.017,3.003,-2.878,Model
PTH1R,0.8142,0.9164,0.9164,5.294,2.365,-4.261,Model
PTH1R,0.8104,0.9169,0.9169,5.009,2.496,-5.167,Model
PTH1R,0.8173,0.9179,0.9179,4.857,3.464,-4.147,Model
PTH1R,0.8199,0.937,0.937,5.064,-5.431,2.009,Model
PTH1R,0.822,0.9413,0.9413,4.307,-5.521,2.613,Model
PTH1R,0.8136,0.9372,0.9372,5.103,-5.003,2.479,Model
PTH1R,0.8146,0.935,0.935,5.561,-6.077,1.803,Model
PTH1R,0.8244,0.942,0.942,4.6,-5.769,2.644,Model
PTH1R,0.818,0.9389,0.9389,4.906,-6.402,2.475,Model
PTH1R,0.8261,0.942,0.942,4.795,-4.706,2.472,Model
PTH1R,0.8217,0.942,0.942,4.147,-6.09,2.796,Model
PTH1R,0.8172,0.9382,0.9382,5.52,-5.633,2.368,Model
PTH1R,0.8189,0.9371,0.9371,5.494,-5.385,1.851,Model
PTH1R,0.8173,0.9383,0.9383,5.089,-5.513,2.161,Model
PTH1R,0.8158,0.9379,0.9379,4.723,-6.053,2.227,Model
PTH1R,0.8176,0.9375,0.9375,4.794,-6.208,2.846,Model
PTH1R,0.8192,0.9373,0.9373,4.845,-5.854,2.222,Model
PTH1R,0.8265,0.9427,0.9427,4.231,-6.09,2.63,Model
PTH1R,0.8162,0.937,0.937,4.896,-5.6,2.095,Model
PTH1R,0.8227,0.9437,0.9437,4.319,-5.209,2.806,Model
PTH1R,0.8191,0.9385,0.9385,5.54,-4.885,2.497,Model
PTH1R,0.8225,0.9383,0.9383,4.115,-6.232,2.285,Model
PTH1R,0.8185,0.9393,0.9393,4.356,-6.117,2.47,Model
PTH1R,0.8297,0.925,0.925,1.736,3.226,-2.522,Model
PTH1R,0.8272,0.9231,0.9231,2.839,2.251,-2.644,Model
PTH1R,0.8256,0.9231,0.9231,2.393,3.129,-3.557,Model
PTH1R,0.8204,0.9246,0.9246,3.234,1.565,-2.807,Model
PTH1R,0.8233,0.9218,0.9218,2.264,2.216,-3.129,Model
PTH1R,0.8279,0.9271,0.9271,3.189,2.197,-2.792,Model
PTH1R,0.825,0.9234,0.9234,2.863,2.809,-2.667,Model
PTH1R,0.824,0.9242,0.9242,1.944,2.666,-2.862,Model
PTH1R,0.8239,0.9221,0.9221,3.155,2.665,-3.617,Model
PTH1R,0.8266,0.9237,0.9237,1.363,2.534,-2.575,Model
PTH1R,0.8316,0.9231,0.9231,1.042,3.191,-2.723,Model
PTH1R,0.8277,0.9207,0.9207,1.388,3.675,-2.782,Model
PTH1R,0.8245,0.9216,0.9216,2.097,3.171,-3.157,Model
PTH1R,0.8268,0.9262,0.9262,1.554,2.455,-2.167,Model
PTH1R,0.8349,0.9231,0.9231,0.545,3.493,-1.943,Model
PTH1R,0.8294,0.9244,0.9244,2.385,3.328,-2.774,Model
PTH1R,0.8294,0.9212,0.9212,1.861,3.369,-3.081,Model
PTH1R,0.8238,0.925,0.925,2.821,2.817,-2.977,Model
PTH1R,0.8212,0.9225,0.9225,3.584,2.299,-3.617,Model
PTH1R,0.8275,0.9197,0.9197,3.666,2.504,-3.91,Model
PTH1R,0.8254,0.9241,0.9241,2.422,2.038,-2.699,Model
PTH1R,0.8361,0.9082,0.9082,-0.458,4.44,-1.647,Model
PTH1R,0.8224,0.9276,0.9276,3.01,2.69,-2.874,Model
PTH1R,0.8258,0.9243,0.9243,2.576,1.814,-2.788,Model
PTH1R,0.8248,0.9247,0.9247,2.708,2.877,-2.454,Model
PTH1R,0.8266,0.9232,0.9232,1.204,3.849,-2.613,Model
PTH1R,0.8252,0.9227,0.9227,1.871,3.005,-2.892,Model
PTH1R,0.8258,0.9254,0.9254,1.48,2.955,-2.666,Model
PTH1R,0.8344,0.92,0.92,1.079,4.08,-2.293,Model
PTH1R,0.8342,0.9178,0.9178,0.727,4.654,-2.692,Model
PTH1R,0.821,0.94,0.94,4.23,-5.454,2.3,Model
PTH1R,0.8169,0.941,0.941,4.384,-6.068,2.935,Model
PTH1R,0.8176,0.9418,0.9418,3.953,-6.164,3.148,Model
PTH1R,0.8207,0.9438,0.9438,3.722,-6.137,3.227,Model
PTH1R,0.8227,0.9443,0.9443,3.711,-6.605,3.057,Model
PTH1R,0.8179,0.9415,0.9415,4.839,-5.766,2.835,Model
PTH1R,0.8188,0.9394,0.9394,3.888,-6.033,3.438,Model
PTH1R,0.8229,0.9433,0.9433,3.559,-5.801,3.077,Model
PTH1R,0.8214,0.9416,0.9416,3.518,-6.336,3.299,Model
PTH1R,0.8205,0.9402,0.9402,4.259,-6.441,3.29,Model
PTH1R,0.8244,0.9416,0.9416,4.222,-5.415,2.863,Model
PTH1R,0.8212,0.9423,0.9423,3.124,-6.441,3.563,Model
PTH1R,0.8231,0.9421,0.9421,4.273,-6.343,3.14,Model
PTH1R,0.8195,0.9413,0.9413,3.969,-5.778,3.392,Model
PTH1R,0.8227,0.9406,0.9406,4.497,-5.301,3.072,Model
PTH1R,0.8137,0.9385,0.9385,4.822,-5.863,2.823,Model
PTH1R,0.8213,0.9406,0.9406,4.434,-5.81,2.711,Model
PTH1R,0.8209,0.9421,0.9421,4.384,-5.53,2.872,Model
PTH1R,0.8215,0.9404,0.9404,4.322,-5.927,2.928,Model
PTH1R,0.8201,0.9396,0.9396,4.433,-5.079,2.848,Model
PTH1R,0.828,0.9235,0.9235,1.551,3.318,-2.292,Model
PTH1R,0.8335,0.9193,0.9193,0.449,3.625,-2.624,Model
PTH1R,0.8269,0.9216,0.9216,1.472,2.765,-2.383,Model
PTH1R,0.8301,0.9216,0.9216,0.684,3.341,-2.104,Model
PTH1R,0.8352,0.9223,0.9223,0.372,4.128,-1.824,Model
PTH1R,0.8296,0.9241,0.9241,2.004,2.732,-2.313,Model
PTH1R,0.8268,0.9237,0.9237,1.892,3.196,-3.111,Model
PTH1R,0.8283,0.9257,0.9257,1.126,2.801,-2.061,Model
PTH1R,0.8329,0.9218,0.9218,0.071,3.315,-2.075,Model
PTH1R,0.8308,0.9204,0.9204,0.826,3.383,-2.373,Model
PTH1R,0.8294,0.9222,0.9222,2.333,2.747,-2.785,Model
PTH1R,0.8243,0.9217,0.9217,3.128,2.498,-3.118,Model
PTH1R,0.8277,0.9236,0.9236,1.23,3.01,-2.558,Model
PTH1R,0.8266,0.9241,0.9241,2.624,2.77,-2.832,Model
PTH1R,0.8334,0.9205,0.9205,0.167,4.248,-1.736,Model
PTH1R,0.8335,0.9299,0.9299,0.939,2.931,-1.05,Model
PTH1R,0.8288,0.9269,0.9269,1.256,2.163,-2.162,Model
PTH1R,0.8278,0.9269,0.9269,2.038,2.287,-2.416,Model
PTH1R,0.8283,0.9242,0.9242,1.48,2.742,-2.703,Model
PTH1R,0.8416,0.9079,0.9079,-2.571,4.472,-0.745,Model
PTH1R,0.8313,0.9233,0.9233,0.564,2.952,-2.174,Model
PTH1R,0.8323,0.9284,0.9284,1.845,2.865,-2.021,Model
PTH1R,0.8272,0.9234,0.9234,1.526,3.026,-2.124,Model
PTH1R,0.8268,0.9252,0.9252,1.748,2.278,-2.23,Model
PTH1R,0.8287,0.9242,0.9242,2.019,2.804,-2.233,Model
PTH1R,0.8327,0.9239,0.9239,0.209,3.09,-1.836,Model
PTH1R,0.8299,0.9261,0.9261,0.984,2.764,-1.867,Model
PTH1R,0.8281,0.921,0.921,2.8,2.625,-3.024,Model
PTH1R,0.8273,0.9268,0.9268,1.828,2.832,-2.525,Model
PTH1R,0.8257,0.9229,0.9229,2.569,2.182,-2.706,Model
STP10,0.8832,0.9371,0.9371,13.235,1.103,-0.953,Model
STP10,0.8937,0.936,0.936,9.68,-0.758,0.284,Model
STP10,0.9019,0.9287,0.9287,4.264,-3.39,-10.162,Model
STP10,0.9127,0.9194,0.9194,3.294,0.104,-3.262,Model
STP10,0.9092,0.9217,0.9217,6.022,3.431,-0.137,Model
STP10,0.9256,0.9107,0.9256,-1.667,-2.267,-7.948,Model
STP10,0.9009,0.926,0.926,5.367,2.046,-1.392,Model
STP10,0.8794,0.9454,0.9454,9.825,-10.552,-0.523,Model
STP10,0.9537,0.8737,0.9537,-16.748,0.003,-9.992,Model
STP10,0.8941,0.9303,0.9303,11.033,3.35,0.149,Model
STP10,0.9256,0.9144,0.9256,-0.419,0.515,-5.934,Model
STP10,0.8681,0.9468,0.9468,11.67,-13.719,-6.281,Model
STP10,0.9175,0.9221,0.9221,2.641,-3.185,-5.588,Model
STP10,0.9159,0.9127,0.9159,-2.385,-1.19,-8.29,Model
STP10,0.8891,0.9344,0.9344,11.148,1.864,-0.418,Model
STP10,0.8863,0.9421,0.9421,11.036,-2.469,-0.693,Model
STP10,0.9072,0.9251,0.9251,5.471,2.718,-1.56,Model
STP10,0.8895,0.9352,0.9352,11.302,0.951,-0.325,Model
STP10,0.8822,0.9372,0.9372,12.929,1.742,-1.968,Model
STP10,0.9233,0.897,0.9233,-0.446,2.121,-0.046,Model
STP10,0.9127,0.9235,0.9235,4.382,-3.148,-1.445,Model
STP10,0.9073,0.9234,0.9234,6.066,-3.311,1.02,Model
STP10,0.9078,0.9277,0.9277,5.887,-0.287,1.471,Model
STP10,0.9042,0.9268,0.9268,5.627,0.117,0.484,Model
STP10,0.8957,0.9357,0.9357,9.711,-3.386,2.653,Model
STP10,0.8976,0.9337,0.9337,7.794,-1.062,1.514,Model
STP10,0.8803,0.9429,0.9429,13.051,-2.506,1.644,Model
STP10,0.8828,0.9465,0.9465,10.708,-8.268,2.524,Model
STP10,0.8808,0.9425,0.9425,12.855,-3.043,0.917,Model
STP10,0.8788,0.9464,0.9464,12.174,-4.421,3.425,Model
STP10,0.8892,0.9374,0.9374,11.008,0.295,0.259,Model
STP10,0.8817,0.9428,0.9428,12.117,-2.519,1.691,Model
STP10,0.9072,0.9286,0.9286,5.818,0.036,-2.086,Model
STP10,0.8937,0.9406,0.9406,8.855,-2.948,-0.19,Model
STP10,0.898,0.9296,0.9296,7.852,0.387,1.337,Model
STP10,0.8849,0.9432,0.9432,10.734,-6.697,4.274,Model
STP10,0.9361,0.903,0.9361,-1.86,1.681,-0.209,Model
STP10,0.946,0.8897,0.946,-4.977,1.101,-0.36,Model
STP10,0.9247,0.9153,0.9247,1.586,-0.39,-2.055,Model
STP10,0.8988,0.9298,0.9298,7.69,0.906,-0.249,Model
STP10,0.9182,0.9149,0.9182,2.52,0.464,1.477,Model
STP10,0.8868,0.9404,0.9404,11.581,-1.843,1.716,Model
STP10,0.8802,0.9435,0.9435,13.472,-2.773,0.73,Model
STP10,0.9226,0.9147,0.9226,2.173,-2.863,-1.788,Model
STP10,0.9166,0.9186,0.9186,3.055,2.47,0.833,Model
STP10,0.9101,0.9225,0.9225,5.174,1.514,-0.86,Model
STP10,0.9109,0.9215,0.9215,5.843,1.008,1.194,Model
STP10,0.8773,0.9494,0.9494,11.737,-8.272,3.469,Model
STP10,0.9159,0.9201,0.9201,3.558,0.256,0.532,Model
STP10,0.9132,0.9228,0.9228,4.492,-0.905,0.846,Model
STP10,0.8965,0.9328,0.9328,9.173,2.67,-0.841,Model
STP10,0.9154,0.9212,0.9212,3.948,1.6,-3.825,Model
STP10,0.9571,0.8774,0.9571,-11.277,4.571,-2.506,Model
STP10,0.9344,0.9059,0.9344,-2.276,2.224,-2.684,Model
STP10,0.9245,0.9127,0.9245,1.578,3.69,-1.468,Model
STP10,0.9343,0.9075,0.9343,-2.766,0.689,-5.813,Model
STP10,0.9507,0.8859,0.9507,-8.406,3.487,-3.303,Model
STP10,0.9599,0.875,0.9599,-12.328,3.555,-2.703,Model
STP10,0.9582,0.8808,0.9582,-10.719,1.846,-5.666,Model
STP10,0.8939,0.9346,0.9346,10.141,1.39,-0.015,Model
STP10,0.9057,0.9255,0.9255,7.573,1.146,-1.303,Model
STP10,0.9315,0.9021,0.9315,-1.404,2.223,-4.886,Model
STP10,0.898,0.9337,0.9337,8.434,1.014,-0.193,Model
STP10,0.9261,0.9082,0.9261,1.63,3.486,-0.203,Model
STP10,0.9099,0.9246,0.9246,5.396,2.079,-1.648,Model
STP10,0.9086,0.9263,0.9263,5.335,2.686,-2.663,Model
STP10,0.947,0.8851,0.947,-6.771,5.52,-0.289,Model
STP10,0.8967,0.9322,0.9322,7.966,1.871,-1.848,Model
STP10,0.9092,0.9254,0.9254,5.711,3.124,-0.736,Model
STP10,0.9584,0.8803,0.9584,-10.973,2.771,-3.585,Model
STP10,0.8808,0.9501,0.9501,11.042,-9.026,2.447,Model
STP10,0.933,0.9086,0.933,-1.287,-1.467,0.334,Model
STP10,0.8988,0.9363,0.9363,8.289,-1.796,1.632,Model
STP10,0.9068,0.9326,0.9326,5.976,-7.351,1.077,Model
STP10,0.9369,0.897,0.9369,-1.882,3.601,2.758,Model
STP10,0.8993,0.9332,0.9332,7.823,-0.57,1.385,Model
STP10,0.9211,0.916,0.9211,2.738,-2.313,2.809,Model
STP10,0.9449,0.8964,0.9449,-4.6,0.013,-1.862,Model
STP10,0.9464,0.8945,0.9464,-6.414,-1.759,-0.68,Model
STP10,0.9016,0.9324,0.9324,7.685,-1.748,1.845,Model
STP10,0.8875,0.9412,0.9412,10.511,-3.911,2.835,Model
STP10,0.941,0.9005,0.941,-3.159,-0.348,-1.545,Model
STP10,0.9484,0.892,0.9484,-6.198,1.132,0.294,Model
STP10,0.8922,0.9371,0.9371,10.33,-0.837,1.362,Model
STP10,0.9281,0.9104,0.9281,-0.406,0.197,-0.816,Model
STP10,0.9093,0.9257,0.9257,5.658,-0.744,0.369,Model
STP10,0.9392,0.8978,0.9392,-2.737,1.583,0.77,Model
STP10,0.8941,0.9369,0.9369,9.61,-3.02,2.007,Model
STP10,0.9252,0.9122,0.9252,1.736,0.545,1.677,Model
STP10,0.92,0.9205,0.9205,2.741,1.238,1.119,Model
STP10,0.9347,0.9028,0.9347,-2.29,1.224,0.758,Model
STP10,0.9361,0.9006,0.9361,-1.482,2.256,1.228,Model
STP10,0.9179,0.9187,0.9187,3.695,-1.945,1.374,Model
STP10,0.9438,0.89,0.9438,-3.99,3.269,2.082,Model
STP10,0.9337,0.9091,0.9337,-1.302,-2.315,-0.348,Model
STP10,0.9519,0.8848,0.9519,-8.104,2.133,0.03,Model
STP10,0.9359,0.9008,0.9359,-1.204,0.657,1.663,Model
STP10,0.9111,0.9279,0.9279,4.083,-4.599,1.312,Model
STP10,0.8803,0.9473,0.9473,12.053,-7.257,3.454,Model
STP10,0.9266,0.9112,0.9266,0.405,0.64,0.982,Model
STP10,0.9308,0.9088,0.9308,-0.739,3.263,-2.522,Model
STP10,0.9024,0.9299,0.9299,7.108,3.328,-0.242,Model
STP10,0.8917,0.937,0.937,10.11,1.811,0.415,Model
STP10,0.8971,0.934,0.934,9.175,2.408,0.256,Model
STP10,0.9219,0.9114,0.9219,1.817,5.103,0.973,Model
STP10,0.9015,0.9301,0.9301,7.562,2.867,-0.202,Model
STP10,0.9077,0.9266,0.9266,5.823,2.47,0.014,Model
STP10,0.8909,0.9375,0.9375,10.307,0.594,-0.703,Model
STP10,0.9298,0.9099,0.9298,-0.036,2.221,-3.253,Model
STP10,0.9009,0.9328,0.9328,7.669,1.629,-0.995,Model
STP10,0.8835,0.9407,0.9407,12.125,2.132,1.016,Model
STP10,0.8899,0.937,0.937,10.908,2.349,0.923,Model
STP10,0.8942,0.9344,0.9344,9.86,2.091,-0.752,Model
STP10,0.9116,0.9224,0.9224,5.508,3.691,0.683,Model
STP10,0.9246,0.9133,0.9246,1.843,3.414,-1.482,Model
STP10,0.9194,0.9196,0.9196,2.84,1.685,0.149,Model
STP10,0.8898,0.9371,0.9371,11.064,2.217,0.288,Model
STP10,0.8852,0.9402,0.9402,11.411,2.051,0.477,Model
STP10,0.8914,0.9354,0.9354,10.743,2.182,0.054,Model
STP10,0.8919,0.9362,0.9362,10.676,1.301,-0.738,Model
STP10,0.9418,0.8962,0.9418,-4.694,1.518,1.291,Model
STP10,0.9365,0.9014,0.9365,-3.029,-0.198,1.582,Model
STP10,0.9371,0.9037,0.9371,-2.263,-0.301,1.883,Model
STP10,0.9273,0.9108,0.9273,-0.371,-0.31,2.8,Model
STP10,0.9432,0.8893,0.9432,-5.685,4.02,2.958,Model
STP10,0.9403,0.8987,0.9403,-3.885,1.667,1.673,Model
STP10,0.9397,0.8951,0.9397,-4.178,3.104,2.276,Model
STP10,0.9307,0.9002,0.9307,-0.528,-0.098,2.263,Model
STP10,0.9213,0.9154,0.9213,2.121,-1.328,2.994,Model
STP10,0.9322,0.9048,0.9322,-0.475,1.54,2.734,Model
STP10,0.9114,0.9269,0.9269,5.184,-1.902,3.738,Model
STP10,0.9311,0.9058,0.9311,-0.664,2.621,1.574,Model
STP10,0.9315,0.9037,0.9315,-0.974,2.36,2.702,Model
STP10,0.9495,0.8814,0.9495,-8.321,3.929,2.596,Model
STP10,0.8924,0.9399,0.9399,9.31,-5.413,4.594,Model
STP10,0.9369,0.8982,0.9369,-2.909,1.913,1.608,Model
STP10,0.8992,0.9369,0.9369,7.723,-5.191,2.118,Model
STP10,0.9627,0.869,0.9627,-14.652,1.548,0.619,Model
STP10,0.9437,0.8902,0.9437,-5.589,3.035,2.891,Model
STP10,0.9441,0.888,0.9441,-5.086,4.148,2.532,Model
STP10,0.8941,0.9378,0.9378,8.872,-4.959,3.407,Model
STP10,0.9374,0.8959,0.9374,-3.057,3.616,2.735,Model
STP10,0.9435,0.8893,0.9435,-6.014,2.936,2.356,Model
STP10,0.9182,0.9189,0.9189,3.717,0.863,2.006,Model
STP10,0.9457,0.8887,0.9457,-6.399,2.728,2.665,Model
STP10,0.9495,0.8851,0.9495,-7.931,1.431,2.024,Model
STP10,0.9267,0.9104,0.9267,0.025,1.004,3.02,Model
STP10,0.9278,0.9094,0.9278,1.473,1.207,2.984,Model
STP10,0.9338,0.9025,0.9338,-1.19,2.183,2.223,Model
STP10,0.9058,0.9318,0.9318,5.684,-4.676,3.812,Model
STP10,0.9085,0.9263,0.9263,6.364,2.406,-1.006,Model
STP10,0.8829,0.9407,0.9407,12.534,0.928,0.355,Model
STP10,0.8869,0.9387,0.9387,11.504,1.17,0.224,Model
STP10,0.9165,0.9188,0.9188,3.603,3.159,-1.111,Model
STP10,0.8954,0.9342,0.9342,9.349,2.459,-0.074,Model
STP10,0.8996,0.9307,0.9307,8.69,2.702,0.271,Model
STP10,0.8986,0.9304,0.9304,8.279,3.478,-0.426,Model
STP10,0.89,0.9385,0.9385,10.129,1.652,-0.041,Model
STP10,0.8921,0.9353,0.9353,10.277,2.472,0.624,Model
STP10,0.8882,0.9395,0.9395,10.87,0.308,0.074,Model
STP10,0.8933,0.9352,0.9352,9.902,2.209,-0.243,Model
STP10,0.8844,0.9392,0.9392,12.171,1.586,0.397,Model
STP10,0.8981,0.9317,0.9317,9.174,2.52,-0.092,Model
STP10,0.8849,0.9395,0.9395,11.576,0.104,-0.968,Model
STP10,0.9052,0.9268,0.9268,6.684,3.622,0.337,Model
STP10,0.9128,0.9215,0.9215,5.283,3.038,0.035,Model
STP10,0.8974,0.9338,0.9338,8.91,0.957,-0.882,Model
