protein,tm_IF,tm_OF,nseq
CGRPR,0.8617,0.9427,512
CGRPR,0.8594,0.9446,512
CGRPR,0.8705,0.9289,512
CGRPR,0.8681,0.9563,512
CGRPR,0.8632,0.9434,512
CGRPR,0.8551,0.943,512
CGRPR,0.8603,0.9448,512
CGRPR,0.8616,0.9516,512
CGRPR,0.8561,0.9541,512
CGRPR,0.8765,0.9561,512
CGRPR,0.8827,0.953,512
CGRPR,0.8566,0.9504,512
CGRPR,0.8648,0.9418,512
CGRPR,0.868,0.9558,512
CGRPR,0.859,0.9441,512
CGRPR,0.8599,0.9449,512
CGRPR,0.8587,0.9457,512
CGRPR,0.8663,0.961,512
CGRPR,0.8804,0.9581,512
CGRPR,0.86,0.9455,512
CGRPR,0.8749,0.9594,512
CGRPR,0.8695,0.9607,512
CGRPR,0.8715,0.9501,512
CGRPR,0.8738,0.952,512
CGRPR,0.8712,0.9585,512
CGRPR,0.8548,0.9486,512
CGRPR,0.8652,0.9591,512
CGRPR,0.8805,0.9558,512
CGRPR,0.8728,0.9614,512
CGRPR,0.8538,0.9335,512
CGRPR,0.8745,0.9462,512
CGRPR,0.8657,0.9508,512
CGRPR,0.8694,0.9575,512
CGRPR,0.8488,0.9483,1024
CGRPR,0.8411,0.9317,1024
CGRPR,0.8566,0.9491,1024
CGRPR,0.8479,0.9451,1024
CGRPR,0.8582,0.9323,1024
CGRPR,0.8545,0.9445,1024
CGRPR,0.8688,0.9593,1024
CGRPR,0.8699,0.946,1024
CGRPR,0.8593,0.9364,1024
CGRPR,0.8528,0.9458,1024
CGRPR,0.8464,0.9349,1024
CGRPR,0.8526,0.9409,1024
CGRPR,0.8478,0.9482,1024
CGRPR,0.8558,0.9377,1024
CGRPR,0.856,0.9443,1024
CGRPR,0.8536,0.9499,1024
CGRPR,0.848,0.9411,1024
CGRPR,0.8586,0.9379,1024
CGRPR,0.8533,0.9501,1024
CGRPR,0.8615,0.9407,1024
CGRPR,0.8552,0.9488,1024
CGRPR,0.8538,0.936,1024
CGRPR,0.8502,0.952,1024
CGRPR,0.8703,0.9591,1024
CGRPR,0.875,0.9554,1024
CGRPR,0.8568,0.9521,1024
CGRPR,0.8601,0.9336,1024
CGRPR,0.8492,0.9358,1024
CGRPR,0.8739,0.9575,1024
CGRPR,0.8651,0.9495,1024
CGRPR,0.8677,0.9503,1024
CGRPR,0.8723,0.9489,1024
CGRPR,0.8736,0.9519,1024
CGRPR,0.8727,0.9542,1024
CGRPR,0.8624,0.94,1024
CGRPR,0.8663,0.9588,1024
CGRPR,0.8754,0.9562,1024
CGRPR,0.8502,0.9324,1024
CGRPR,0.8697,0.9544,1024
CGRPR,0.8714,0.9552,1024
CGRPR,0.8698,0.9545,1024
CGRPR,0.8518,0.9418,1024
CGRPR,0.8467,0.9311,1024
CGRPR,0.8688,0.9595,1024
CGRPR,0.8567,0.9374,1024
CGRPR,0.869,0.9481,1024
CGRPR,0.8735,0.9477,1024
CGRPR,0.8559,0.9471,1024
CGRPR,0.87,0.9477,1024
CGRPR,0.8721,0.9567,1024
CGRPR,0.8562,0.9502,5120
CGRPR,0.8538,0.9392,5120
CGRPR,0.8485,0.9497,5120
CGRPR,0.848,0.9483,5120
CGRPR,0.8583,0.9374,5120
CGRPR,0.8599,0.9419,5120
CGRPR,0.8487,0.9443,5120
CGRPR,0.8517,0.9417,5120
CGRPR,0.8698,0.9471,5120
CGRPR,0.858,0.9436,5120
CGRPR,0.8601,0.9407,5120
CGRPR,0.8594,0.9494,5120
CGRPR,0.8495,0.9497,5120
CGRPR,0.8725,0.9567,5120
CGRPR,0.8717,0.9551,5120
CGRPR,0.8488,0.9399,5120
CGRPR,0.8554,0.9399,5120
CGRPR,0.8493,0.9397,5120
CGRPR,0.8521,0.9525,5120
CGRPR,0.8742,0.9578,5120
CGRPR,0.8725,0.9557,5120
CGRPR,0.8543,0.9436,5120
CGRPR,0.8601,0.9522,5120
CGRPR,0.8457,0.9317,5120
CGRPR,0.8558,0.9479,5120
CGRPR,0.8717,0.9566,5120
CGRPR,0.8686,0.9502,5120
CGRPR,0.8712,0.9568,5120
CGRPR,0.8595,0.9393,5120
CGRPR,0.8486,0.9507,5120
CGRPR,0.8583,0.9372,5120
CGRPR,0.8587,0.9471,5120
CGRPR,0.8712,0.9469,5120
CGRPR,0.8742,0.9571,5120
CGRPR,0.8714,0.9484,5120
CGRPR,0.854,0.9528,5120
CGRPR,0.8582,0.9441,5120
CGRPR,0.8706,0.9484,5120
CGRPR,0.8748,0.9555,5120
CGRPR,0.8676,0.9547,5120
CGRPR,0.8721,0.9497,5120
CGRPR,0.8701,0.9462,5120
CGRPR,0.8724,0.9567,5120
CGRPR,0.8699,0.9552,5120
CGRPR,0.8518,0.9495,5120
CGRPR,0.8722,0.9558,5120
CGRPR,0.8705,0.952,5120
CGRPR,0.851,0.9502,5120
CGRPR,0.8647,0.9395,5120
CGRPR,0.8559,0.9497,5120
MCT1 (with templates),0.7762,0.9816,16
MCT1 (with templates),0.7698,0.9696,16
MCT1 (with templates),0.3154,0.3293,16
MCT1 (with templates),0.7962,0.9792,16
MCT1 (with templates),0.8116,0.9628,16
MCT1 (with templates),0.3675,0.3844,16
MCT1 (with templates),0.9748,0.8108,16
MCT1 (with templates),0.6231,0.634,16
MCT1 (with templates),0.7596,0.9739,16
MCT1 (with templates),0.3878,0.3936,16
MCT1 (with templates),0.894,0.9329,16
MCT1 (with templates),0.7946,0.9815,16
MCT1 (with templates),0.7635,0.9778,16
MCT1 (with templates),0.8519,0.9573,16
MCT1 (with templates),0.8976,0.9253,16
MCT1 (with templates),0.7564,0.945,16
MCT1 (with templates),0.7572,0.9696,16
MCT1 (with templates),0.947,0.8838,16
MCT1 (with templates),0.8823,0.9442,16
MCT1 (with templates),0.763,0.9632,16
MCT1 (with templates),0.7587,0.9733,16
MCT1 (with templates),0.7532,0.9705,16
MCT1 (with templates),0.9286,0.8698,16
MCT1 (with templates),0.8998,0.8017,16
MCT1 (with templates),0.8455,0.9513,16
MCT1 (with templates),0.7511,0.9359,16
MCT1 (with templates),0.2555,0.2529,16
MCT1 (with templates),0.9002,0.9146,16
MCT1 (with templates),0.8993,0.9249,16
MCT1 (with templates),0.8606,0.8731,16
MCT1 (with templates),0.7563,0.9471,16
MCT1 (with templates),0.8404,0.8363,16
MCT1 (with templates),0.765,0.9359,16
MCT1 (with templates),0.8981,0.9223,16
MCT1 (with templates),0.9606,0.855,16
MCT1 (with templates),0.8013,0.9784,16
MCT1 (with templates),0.7659,0.9658,16
MCT1 (with templates),0.8249,0.9775,16
MCT1 (with templates),0.6569,0.6379,16
MCT1 (with templates),0.7868,0.9805,16
MCT1 (with templates),0.7713,0.9638,16
MCT1 (with templates),0.7632,0.9661,16
MCT1 (with templates),0.3712,0.3914,16
MCT1 (with templates),0.7749,0.9814,16
MCT1 (with templates),0.9092,0.9138,16
MCT1 (with templates),0.3137,0.3015,16
MCT1 (with templates),0.8459,0.9686,16
MCT1 (with templates),0.7625,0.976,16
MCT1 (with templates),0.7775,0.9719,16
MCT1 (with templates),0.7637,0.9703,16
ASCT2,0.8806,0.6407,16
ASCT2,0.4949,0.4211,16
ASCT2,0.7373,0.6311,16
ASCT2,0.6205,0.5994,16
ASCT2,0.6837,0.6896,16
ASCT2,0.6915,0.595,16
ASCT2,0.6167,0.7482,16
ASCT2,0.2887,0.2555,16
ASCT2,0.7863,0.6125,16
ASCT2,0.7076,0.6549,16
ASCT2,0.6071,0.8197,16
ASCT2,0.3184,0.2881,16
ASCT2,0.8391,0.6631,16
ASCT2,0.6007,0.8328,16
ASCT2,0.571,0.5712,16
ASCT2,0.238,0.2215,16
ASCT2,0.2591,0.245,16
ASCT2,0.6743,0.6404,16
ASCT2,0.84,0.5993,16
ASCT2,0.4199,0.4956,16
ASCT2,0.2886,0.2541,16
ASCT2,0.645,0.8275,16
ASCT2,0.1798,0.1802,16
ASCT2,0.6908,0.5327,16
ASCT2,0.2286,0.2584,16
ASCT2,0.3627,0.417,16
ASCT2,0.6486,0.489,16
ASCT2,0.8902,0.6345,16
ASCT2,0.45,0.4037,16
ASCT2,0.7553,0.7489,16
ASCT2,0.652,0.8163,16
ASCT2,0.6482,0.7013,16
ASCT2,0.5264,0.4718,16
ASCT2,0.8105,0.5975,16
ASCT2,0.3294,0.2946,16
ASCT2,0.7534,0.6369,16
ASCT2,0.7403,0.6446,16
ASCT2,0.2674,0.2778,16
ASCT2,0.844,0.6102,16
ASCT2,0.8563,0.5684,16
ASCT2,0.8916,0.6443,16
ASCT2,0.7133,0.6132,16
ASCT2,0.422,0.3542,16
ASCT2,0.6662,0.8234,16
ASCT2,0.3128,0.3138,16
ASCT2,0.4424,0.3556,16
ASCT2,0.5032,0.5001,16
ASCT2,0.3062,0.3284,16
ASCT2,0.6776,0.6326,16
ASCT2,0.7818,0.635,16
Lat1,0.9205,0.8785,16
Lat1,0.8956,0.9555,16
Lat1,0.8675,0.8725,16
Lat1,0.8955,0.8358,16
Lat1,0.8596,0.8601,16
Lat1,0.8425,0.7984,16
Lat1,0.9117,0.9464,16
Lat1,0.9085,0.9054,16
Lat1,0.9155,0.9313,16
Lat1,0.9502,0.8822,16
Lat1,0.2659,0.2213,16
Lat1,0.8226,0.7969,16
Lat1,0.8985,0.9072,16
Lat1,0.9219,0.9183,16
Lat1,0.4872,0.4649,16
Lat1,0.9255,0.9185,16
Lat1,0.8907,0.9406,16
Lat1,0.8859,0.9598,16
Lat1,0.7249,0.7149,16
Lat1,0.9053,0.9427,16
Lat1,0.7657,0.7584,16
Lat1,0.9235,0.9178,16
Lat1,0.955,0.885,16
Lat1,0.9168,0.8771,16
Lat1,0.9264,0.879,16
Lat1,0.9338,0.8899,16
Lat1,0.9442,0.9111,16
Lat1,0.7769,0.7626,16
Lat1,0.8734,0.962,16
Lat1,0.8864,0.9367,16
Lat1,0.8067,0.7678,16
Lat1,0.8963,0.848,16
Lat1,0.4341,0.4375,16
Lat1,0.8757,0.9614,16
Lat1,0.9155,0.8895,16
Lat1,0.8465,0.8333,16
Lat1,0.6944,0.6458,16
Lat1,0.8977,0.9103,16
Lat1,0.2528,0.239,16
Lat1,0.9409,0.898,16
Lat1,0.3573,0.3472,16
Lat1,0.2785,0.2671,16
Lat1,0.8271,0.8158,16
Lat1,0.2455,0.2465,16
Lat1,0.7966,0.7826,16
Lat1,0.549,0.5532,16
Lat1,0.3891,0.3735,16
Lat1,0.8978,0.9521,16
Lat1,0.4025,0.3924,16
Lat1,0.3099,0.307,16
ZnT8,0.7918,0.8403,16
ZnT8,0.838,0.8301,16
ZnT8,0.5124,0.5271,16
ZnT8,0.8025,0.8679,16
ZnT8,0.7587,0.8603,16
ZnT8,0.8456,0.8384,16
ZnT8,0.8121,0.8732,16
ZnT8,0.847,0.8367,16
ZnT8,0.8564,0.8263,16
ZnT8,0.8099,0.8811,16
ZnT8,0.8386,0.815,16
ZnT8,0.8208,0.8367,16
ZnT8,0.8266,0.8307,16
ZnT8,0.8407,0.798,16
ZnT8,0.5794,0.649,16
ZnT8,0.8191,0.8181,16
ZnT8,0.8171,0.8156,16
ZnT8,0.8249,0.8216,16
ZnT8,0.7757,0.764,16
ZnT8,0.8079,0.8695,16
ZnT8,0.7839,0.8636,16
ZnT8,0.7651,0.848,16
ZnT8,0.8169,0.8451,16
ZnT8,0.771,0.8889,16
ZnT8,0.8346,0.8162,16
ZnT8,0.7907,0.8997,16
ZnT8,0.8132,0.8249,16
ZnT8,0.7617,0.8672,16
ZnT8,0.7422,0.838,16
ZnT8,0.7783,0.8979,16
ZnT8,0.8304,0.8635,16
ZnT8,0.8338,0.8281,16
ZnT8,0.8184,0.8723,16
ZnT8,0.767,0.8343,16
ZnT8,0.8347,0.8609,16
ZnT8,0.8241,0.8877,16
ZnT8,0.8629,0.8242,16
ZnT8,0.8121,0.8353,16
ZnT8,0.804,0.8605,16
ZnT8,0.8058,0.8512,16
ZnT8,0.8542,0.8414,16
ZnT8,0.7868,0.8387,16
ZnT8,0.8334,0.8105,16
ZnT8,0.7733,0.9233,16
ZnT8,0.7996,0.8387,16
ZnT8,0.7902,0.8373,16
ZnT8,0.8277,0.8093,16
ZnT8,0.5704,0.4837,16
ZnT8,0.8258,0.859,16
ZnT8,0.8094,0.8551,16
Stp10,0.319,0.2891,16
Stp10,0.8833,0.9317,16
Stp10,0.9113,0.9133,16
Stp10,0.7462,0.7338,16
Stp10,0.7249,0.7543,16
Stp10,0.8899,0.9345,16
Stp10,0.7886,0.8413,16
Stp10,0.8888,0.9392,16
Stp10,0.8285,0.8427,16
Stp10,0.8567,0.939,16
Stp10,0.8164,0.8306,16
Stp10,0.8046,0.8966,16
Stp10,0.8142,0.8884,16
Stp10,0.9166,0.9144,16
Stp10,0.7079,0.732,16
Stp10,0.2865,0.2881,16
Stp10,0.8847,0.9353,16
Stp10,0.8627,0.9215,16
Stp10,0.8992,0.9229,16
Stp10,0.8804,0.9395,16
Stp10,0.2603,0.2613,16
Stp10,0.7805,0.8139,16
Stp10,0.8819,0.9355,16
Stp10,0.8023,0.8547,16
Stp10,0.809,0.8612,16
Stp10,0.5378,0.5061,16
Stp10,0.897,0.9273,16
Stp10,0.2618,0.2695,16
Stp10,0.9002,0.9264,16
Stp10,0.7782,0.851,16
Stp10,0.8811,0.8585,16
Stp10,0.8083,0.8519,16
Stp10,0.7631,0.7544,16
Stp10,0.7961,0.862,16
Stp10,0.9266,0.9039,16
Stp10,0.2583,0.2669,16
Stp10,0.89,0.9139,16
Stp10,0.7267,0.7079,16
Stp10,0.8837,0.9376,16
Stp10,0.7198,0.7259,16
Stp10,0.9062,0.9092,16
Stp10,0.3611,0.3636,16
Stp10,0.8802,0.8938,16
Stp10,0.9182,0.9104,16
Stp10,0.8757,0.9382,16
Stp10,0.8617,0.9432,16
Stp10,0.8815,0.9302,16
Stp10,0.2448,0.2816,16
Stp10,0.3749,0.3742,16
Stp10,0.8814,0.9248,16
PTH1R,0.6164,0.6593,16
PTH1R,0.4148,0.381,16
PTH1R,0.456,0.5043,16
PTH1R,0.4088,0.4026,16
PTH1R,0.399,0.4086,16
PTH1R,0.6138,0.6041,16
PTH1R,0.6953,0.7239,16
PTH1R,0.4805,0.5075,16
PTH1R,0.8567,0.8528,16
PTH1R,0.8685,0.9349,16
PTH1R,0.8411,0.9273,16
PTH1R,0.5295,0.596,16
PTH1R,0.8256,0.85,16
PTH1R,0.3352,0.3132,16
PTH1R,0.4224,0.4208,16
PTH1R,0.4264,0.4767,16
PTH1R,0.7633,0.8148,16
PTH1R,0.3149,0.2993,16
PTH1R,0.8506,0.9469,16
PTH1R,0.845,0.9263,16
PTH1R,0.5613,0.6097,16
PTH1R,0.3239,0.3276,16
PTH1R,0.4988,0.506,16
PTH1R,0.8067,0.859,16
PTH1R,0.7135,0.7144,16
PTH1R,0.3749,0.3629,16
PTH1R,0.6983,0.7241,16
PTH1R,0.7252,0.8051,16
PTH1R,0.8171,0.9055,16
PTH1R,0.8125,0.8432,16
PTH1R,0.5979,0.6775,16
PTH1R,0.5683,0.6021,16
PTH1R,0.7688,0.7758,16
PTH1R,0.5888,0.6781,16
PTH1R,0.3932,0.4091,16
PTH1R,0.8586,0.8864,16
PTH1R,0.7514,0.8653,16
PTH1R,0.6157,0.6142,16
PTH1R,0.6917,0.6856,16
PTH1R,0.4475,0.4391,16
PTH1R,0.511,0.554,16
PTH1R,0.623,0.6915,16
PTH1R,0.8695,0.9221,16
PTH1R,0.5298,0.5628,16
PTH1R,0.669,0.7016,16
PTH1R,0.5763,0.6236,16
PTH1R,0.7251,0.8211,16
PTH1R,0.4399,0.5012,16
PTH1R,0.4712,0.5588,16
PTH1R,0.5967,0.6021,16
CGRPR,0.7827,0.8202,16
CGRPR,0.8977,0.9009,16
CGRPR,0.8829,0.9031,16
CGRPR,0.9112,0.8928,16
CGRPR,0.9081,0.9211,16
CGRPR,0.7626,0.7609,16
CGRPR,0.9179,0.9039,16
CGRPR,0.8847,0.9465,16
CGRPR,0.8817,0.9362,16
CGRPR,0.9089,0.8923,16
CGRPR,0.7274,0.7443,16
CGRPR,0.8695,0.947,16
CGRPR,0.8981,0.9196,16
CGRPR,0.9112,0.8835,16
CGRPR,0.9008,0.8679,16
CGRPR,0.8708,0.9232,16
CGRPR,0.9051,0.9296,16
CGRPR,0.6783,0.7147,16
CGRPR,0.9113,0.9219,16
CGRPR,0.9032,0.8709,16
CGRPR,0.9346,0.874,16
CGRPR,0.8405,0.8497,16
CGRPR,0.897,0.9063,16
CGRPR,0.9114,0.9294,16
CGRPR,0.8271,0.8482,16
CGRPR,0.9124,0.8759,16
CGRPR,0.9446,0.8885,16
CGRPR,0.863,0.9333,16
CGRPR,0.8848,0.9024,16
CGRPR,0.8381,0.8214,16
CGRPR,0.9107,0.8832,16
CGRPR,0.909,0.8777,16
CGRPR,0.7009,0.6791,16
CGRPR,0.8974,0.8926,16
CGRPR,0.907,0.8748,16
CGRPR,0.8503,0.8693,16
CGRPR,0.8929,0.9346,16
CGRPR,0.9033,0.9126,16
CGRPR,0.913,0.9208,16
CGRPR,0.9008,0.9305,16
CGRPR,0.9193,0.8884,16
CGRPR,0.8722,0.8856,16
CGRPR,0.857,0.8988,16
CGRPR,0.9197,0.8855,16
CGRPR,0.9102,0.8752,16
CGRPR,0.9205,0.8899,16
CGRPR,0.9089,0.903,16
CGRPR,0.9368,0.8809,16
CGRPR,0.874,0.8897,16
CGRPR,0.9049,0.907,16
FZD7,0.9201,0.9058,16
FZD7,0.9035,0.938,16
FZD7,0.9347,0.9258,16
FZD7,0.8789,0.8887,16
FZD7,0.7001,0.7155,16
FZD7,0.6132,0.6517,16
FZD7,0.9215,0.9278,16
FZD7,0.9161,0.9465,16
FZD7,0.8685,0.8782,16
FZD7,0.9131,0.9256,16
FZD7,0.9274,0.9218,16
FZD7,0.8948,0.9088,16
FZD7,0.9024,0.9303,16
FZD7,0.9245,0.9124,16
FZD7,0.9287,0.901,16
FZD7,0.9069,0.8833,16
FZD7,0.8844,0.8969,16
FZD7,0.909,0.8842,16
FZD7,0.9235,0.9122,16
FZD7,0.8513,0.8981,16
FZD7,0.924,0.905,16
FZD7,0.3972,0.392,16
FZD7,0.8923,0.9159,16
FZD7,0.9176,0.9442,16
FZD7,0.8216,0.838,16
FZD7,0.8416,0.8673,16
FZD7,0.9292,0.8996,16
FZD7,0.9054,0.944,16
FZD7,0.8759,0.8939,16
FZD7,0.8956,0.9059,16
FZD7,0.9309,0.9258,16
FZD7,0.9148,0.9369,16
FZD7,0.8913,0.9076,16
FZD7,0.9194,0.9387,16
FZD7,0.8362,0.7824,16
FZD7,0.8813,0.9024,16
FZD7,0.9052,0.87,16
FZD7,0.9313,0.9414,16
FZD7,0.9145,0.9103,16
FZD7,0.9263,0.8887,16
FZD7,0.8129,0.8479,16
FZD7,0.6509,0.6852,16
FZD7,0.9003,0.8635,16
FZD7,0.8804,0.8813,16
FZD7,0.9176,0.9396,16
FZD7,0.8947,0.8693,16
FZD7,0.9144,0.9555,16
FZD7,0.9096,0.9079,16
FZD7,0.9244,0.9183,16
FZD7,0.9205,0.9061,16
MCT1 (without templates),0.3053,0.3202,16
MCT1 (without templates),0.8631,0.8342,16
MCT1 (without templates),0.9483,0.8715,16
MCT1 (without templates),0.9541,0.865,16
MCT1 (without templates),0.9597,0.863,16
MCT1 (without templates),0.763,0.7879,16
MCT1 (without templates),0.3296,0.3691,16
MCT1 (without templates),0.8579,0.7562,16
MCT1 (without templates),0.695,0.6717,16
MCT1 (without templates),0.9566,0.86,16
MCT1 (without templates),0.7046,0.6728,16
MCT1 (without templates),0.9123,0.9127,16
MCT1 (without templates),0.9125,0.9021,16
MCT1 (without templates),0.7602,0.7786,16
MCT1 (without templates),0.7984,0.728,16
MCT1 (without templates),0.9642,0.8544,16
MCT1 (without templates),0.9194,0.8892,16
MCT1 (without templates),0.8908,0.9082,16
MCT1 (without templates),0.9749,0.8262,16
MCT1 (without templates),0.9491,0.8659,16
MCT1 (without templates),0.5392,0.5437,16
MCT1 (without templates),0.8728,0.8525,16
MCT1 (without templates),0.821,0.8047,16
MCT1 (without templates),0.3649,0.3523,16
MCT1 (without templates),0.3877,0.3787,16
MCT1 (without templates),0.6547,0.7001,16
MCT1 (without templates),0.8288,0.8454,16
MCT1 (without templates),0.5753,0.6021,16
MCT1 (without templates),0.6769,0.711,16
MCT1 (without templates),0.3466,0.3966,16
MCT1 (without templates),0.9247,0.8805,16
MCT1 (without templates),0.9733,0.8142,16
MCT1 (without templates),0.9503,0.8641,16
MCT1 (without templates),0.9509,0.8492,16
MCT1 (without templates),0.8768,0.8982,16
MCT1 (without templates),0.9622,0.8554,16
MCT1 (without templates),0.8612,0.9138,16
MCT1 (without templates),0.3778,0.3654,16
MCT1 (without templates),0.3148,0.302,16
MCT1 (without templates),0.9381,0.882,16
MCT1 (without templates),0.9126,0.8975,16
MCT1 (without templates),0.9542,0.8468,16
MCT1 (without templates),0.9769,0.8075,16
MCT1 (without templates),0.9536,0.8442,16
MCT1 (without templates),0.2905,0.2975,16
MCT1 (without templates),0.3567,0.3467,16
MCT1 (without templates),0.9147,0.902,16
MCT1 (without templates),0.9719,0.8207,16
MCT1 (without templates),0.4491,0.4726,16
MCT1 (without templates),0.3853,0.3808,16
